source,target,weight,tag
b7601,t_suspense,97,suspense
b4750,t_nonfiction,97,nonfiction
b4233,t_magic,97,magic
b9551,t_historical,97,historical
b3850,t_mysteries,97,mysteries
b826,t_classic-literature,97,classic-literature
b7102,t_historical-romance,97,historical-romance
b3866,t_mystery-thriller,97,mystery-thriller
b7308,t_witches,97,witches
b9063,t_colors,97,colors
b9469,t_detective,97,detective
b6630,t_dc,97,dc
b4698,t_canadian,97,canadian
b7157,t_paranormal,97,paranormal
b2734,t_dystopian,97,dystopian
b6488,t_crime,97,crime
b9633,t_sci-fi,97,sci-fi
b2248,t_historical,97,historical
b5896,t_suspense,97,suspense
b2893,t_crime,97,crime
b6929,t_scifi,97,scifi
b2613,t_social-justice,97,social-justice
b4904,t_vietnam-war,97,vietnam-war
b6894,t_spirituality,97,spirituality
b8136,t_historical,97,historical
b1991,t_space,97,space
b5597,t_magic,97,magic
b2926,t_classics,97,classics
b8011,t_classics,97,classics
b5267,t_action,97,action
b3256,t_religious,97,religious
b7565,t_abuse,97,abuse
b3764,t_classic,97,classic
b9799,t_historical,97,historical
b9537,t_cookbooks,97,cookbooks
b5481,t_espionage,97,espionage
b4950,t_coming-of-age,97,coming-of-age
b3017,t_alpha-male,97,alpha-male
b6175,t_cirque-du-freak,97,cirque-du-freak
b927,t_romance,97,romance
b2715,t_paranormal-romance,97,paranormal-romance
b4160,t_spirituality,97,spirituality
b6434,t_travel,97,travel
b8832,t_horror,97,horror
b8056,t_japan,97,japan
b7145,t_sf,97,sf
b3128,t_historical-fiction,97,historical-fiction
b3270,t_autobiography,97,autobiography
b8904,t_sf,96,sf
b9153,t_urban-fantasy,96,urban-fantasy
b3020,t_german,96,german
b5899,t_romance-historical,96,romance-historical
b7501,t_adventure,96,adventure
b3067,t_romance,96,romance
b3777,t_paranormal,96,paranormal
b1629,t_scifi-fantasy,96,scifi-fantasy
b1833,t_western,96,western
b6810,t_history,96,history
b8612,t_fantasy,96,fantasy
b2863,t_spy,96,spy
b5907,t_19th-century,96,19th-century
b6984,t_sport,96,sport
b4102,t_bad-boy,96,bad-boy
b9358,t_mystery,96,mystery
b7755,t_classics,96,classics
b3062,t_self-help,96,self-help
b3705,t_detective,96,detective
b4277,t_classic,96,classic
b6985,t_adventure,96,adventure
b8325,t_nonfiction,96,nonfiction
b4045,t_romance,96,romance
b7216,t_animals,96,animals
b3161,t_suspense,96,suspense
b3088,t_victorian,96,victorian
b7430,t_classics,96,classics
b7430,t_romance,96,romance
b9295,t_humor,96,humor
b7966,t_mangas,96,mangas
b2640,t_space-opera,96,space-opera
b7065,t_bones,96,bones
b4411,t_non-fiction,96,non-fiction
b5857,t_supernatural,96,supernatural
b9193,t_animals,96,animals
b4774,t_western,96,western
b6504,t_vampires,96,vampires
b5743,t_mystery,96,mystery
b6100,t_rock-stars,96,rock-stars
b7536,t_fantasy,96,fantasy
b249,t_death,96,death
b6035,t_historical-fiction,96,historical-fiction
b8196,t_paranormal-romance,96,paranormal-romance
b1100,t_drama,96,drama
b4368,t_tudors,96,tudors
b9298,t_classics,96,classics
b9388,t_thriller,96,thriller
b5061,t_thriller,96,thriller
b6871,t_historical,96,historical
b5146,t_classics,96,classics
b7169,t_russia,96,russia
b3104,t_civil-war,96,civil-war
b8846,t_philosophy,96,philosophy
b1375,t_humour,96,humour
b9470,t_dystopian,96,dystopian
b3706,t_drama,96,drama
b964,t_sci-fi-fantasy,96,sci-fi-fantasy
b6024,t_canada,96,canada
b2434,t_historical-fiction,96,historical-fiction
b1208,t_fantasy,96,fantasy
b6625,t_egypt,96,egypt
b1442,t_funny,96,funny
b1883,t_classic,96,classic
b7273,t_biography,96,biography
b4485,t_nonfiction,96,nonfiction
b5793,t_magic,96,magic
b6626,t_cooking,96,cooking
b6948,t_romance,96,romance
b8241,t_fairy-tales,96,fairy-tales
b3706,t_chick-lit,96,chick-lit
b1688,t_family,96,family
b3307,t_american-history,96,american-history
b3957,t_mystery-thriller,96,mystery-thriller
b2018,t_man-booker-prize,96,man-booker-prize
b3890,t_christian,96,christian
b6442,t_classics,96,classics
b6512,t_miss-marple,96,miss-marple
b3897,t_dc-comics,96,dc-comics
b9994,t_fairy-tales,96,fairy-tales
b2160,t_high-fantasy,96,high-fantasy
b8190,t_retellings,96,retellings
b3234,t_historical,96,historical
b6899,t_magic,96,magic
b9086,t_high-fantasy,96,high-fantasy
b4985,t_adventure,96,adventure
b7987,t_space-opera,96,space-opera
b9675,t_sci-fi,96,sci-fi
b4378,t_high-fantasy,96,high-fantasy
b6229,t_classics,96,classics
b4829,t_thriller,96,thriller
b2219,t_sci-fi-fantasy,96,sci-fi-fantasy
b8942,t_military,96,military
b3391,t_romance,96,romance
b2990,t_classic,96,classic
b2990,t_animals,96,animals
b8150,t_crime,96,crime
b8863,t_war,96,war
b3055,t_graphic,96,graphic
b1725,t_adventure,96,adventure
b4346,t_non-fiction,96,non-fiction
b7460,t_romance,96,romance
b4199,t_thriller,96,thriller
b3523,t_classic,96,classic
b7826,t_war,96,war
b730,t_20th-century,96,20th-century
b4339,t_adventure,96,adventure
b5604,t_american-history,96,american-history
b3750,t_suspense,96,suspense
b1224,t_cosmology,96,cosmology
b6388,t_chick-lit,96,chick-lit
b7697,t_romance,96,romance
b1680,t_chick-lit,96,chick-lit
b5818,t_contemporary-romance,96,contemporary-romance
b6879,t_biographies,96,biographies
b7735,t_historical,96,historical
b639,t_historical,96,historical
b6702,t_animals,96,animals
b9381,t_autism,96,autism
b2258,t_epic-fantasy,96,epic-fantasy
b7281,t_crime,96,crime
b678,t_family,96,family
b9944,t_leadership,96,leadership
b5719,t_coming-of-age,96,coming-of-age
b5629,t_african-american,96,african-american
b7625,t_adventure,96,adventure
b1345,t_thrillers,96,thrillers
b740,t_biography,96,biography
b6886,t_non-fiction,96,non-fiction
b1321,t_adventure,96,adventure
b4536,t_autobiography,96,autobiography
b6730,t_fantasy,96,fantasy
b9650,t_history,96,history
b3169,t_classic,96,classic
b5962,t_fantasy,96,fantasy
b8925,t_non-fiction,96,non-fiction
b1447,t_classic,96,classic
b4473,t_rory-gilmore-challenge,96,rory-gilmore-challenge
b9334,t_historical,96,historical
b9699,t_scifi,96,scifi
b7317,t_historical,96,historical
b10000,t_wwi,96,wwi
b2144,t_autobiography,96,autobiography
b1462,t_pulitzer-prize-winners,96,pulitzer-prize-winners
b5197,t_na,96,na
b2113,t_suspense,96,suspense
b3623,t_sci-fi,96,sci-fi
b9863,t_scifi,96,scifi
b4499,t_historical,96,historical
b856,t_sci-fi-fantasy,96,sci-fi-fantasy
b5007,t_kay-scarpetta,96,kay-scarpetta
b6993,t_romance,96,romance
b3122,t_non-fiction,96,non-fiction
b8841,t_adventure,96,adventure
b2433,t_romance,96,romance
b4861,t_faith,96,faith
b2599,t_adventure,96,adventure
b8868,t_classics,96,classics
b6535,t_theatre,96,theatre
b4962,t_thriller,96,thriller
b2936,t_funny,96,funny
b741,t_chicklit,96,chicklit
b1756,t_non-fiction,96,non-fiction
b6399,t_thriller,96,thriller
b6324,t_thriller,96,thriller
b3883,t_funny,96,funny
b8532,t_classics,96,classics
b3139,t_19th-century,96,19th-century
b1813,t_adventure,96,adventure
b3226,t_vampire-diaries,96,vampire-diaries
b5505,t_hercule-poirot,96,hercule-poirot
b8574,t_thriller,96,thriller
b1009,t_friendship,96,friendship
b4628,t_humour,96,humour
b8215,t_detective,96,detective
b2630,t_chick-lit,96,chick-lit
b952,t_funny,96,funny
b7053,t_thriller,96,thriller
b4876,t_suspense,96,suspense
b654,t_family,96,family
b2793,t_humour,96,humour
b4626,t_crime,96,crime
b6121,t_contemporary-romance,96,contemporary-romance
b4043,t_non-fiction,96,non-fiction
b9978,t_classics,96,classics
b2195,t_fantasy,96,fantasy
b2833,t_magical-realism,96,magical-realism
b6599,t_nutrition,96,nutrition
b541,t_coming-of-age,96,coming-of-age
b4153,t_historical-fiction,96,historical-fiction
b893,t_sci-fi,96,sci-fi
b6905,t_biography-memoir,96,biography-memoir
b8964,t_non-fiction,95,non-fiction
b3551,t_mystery,95,mystery
b2061,t_history,95,history
b4632,t_religious,95,religious
b3545,t_medical,95,medical
b3920,t_history,95,history
b8144,t_romance,95,romance
b5063,t_erotica,95,erotica
b6816,t_humour,95,humour
b5198,t_historical-fiction,95,historical-fiction
b1497,t_adventure,95,adventure
b3583,t_humor,95,humor
b1510,t_graphic-novels,95,graphic-novels
b3136,t_romance,95,romance
b8175,t_india,95,india
b8169,t_sf,95,sf
b6766,t_highlanders,95,highlanders
b2627,t_sociology,95,sociology
b1173,t_crime,95,crime
b9109,t_funny,95,funny
b1871,t_suspense,95,suspense
b6898,t_fantasy,95,fantasy
b4418,t_politics,95,politics
b2640,t_sci-fi-fantasy,95,sci-fi-fantasy
b9615,t_nonfiction,95,nonfiction
b9130,t_retelling,95,retelling
b1721,t_christian-living,95,christian-living
b8083,t_theology,95,theology
b2192,t_historical,95,historical
b8355,t_biography,95,biography
b5024,t_romance,95,romance
b9664,t_comic,95,comic
b1243,t_high-fantasy,95,high-fantasy
b5162,t_mystery,95,mystery
b4704,t_lgbt,95,lgbt
b2586,t_romance,95,romance
b5065,t_suspense,95,suspense
b1189,t_self-improvement,95,self-improvement
b9156,t_multicultural,95,multicultural
b3906,t_suspense,95,suspense
b3164,t_grief,95,grief
b4202,t_latin-american,95,latin-american
b3277,t_mystery-thriller,95,mystery-thriller
b7305,t_family,95,family
b3638,t_classics,95,classics
b5567,t_canadian,95,canadian
b8507,t_high-fantasy,95,high-fantasy
b1853,t_latin-american,95,latin-american
b1964,t_fantasy-sci-fi,95,fantasy-sci-fi
b2637,t_thriller,95,thriller
b9836,t_dark-romance,95,dark-romance
b1285,t_bad-boy,95,bad-boy
b7655,t_adventure,95,adventure
b3578,t_sci-fi-fantasy,95,sci-fi-fantasy
b4747,t_christian,95,christian
b3942,t_crime,95,crime
b8339,t_horror,95,horror
b1534,t_thrillers,95,thrillers
b6886,t_christianity,95,christianity
b4216,t_mystery,95,mystery
b3315,t_true-crime,95,true-crime
b9869,t_regency,95,regency
b3998,t_romance,95,romance
b8896,t_classic,95,classic
b8728,t_v-c-andrews,95,v-c-andrews
b2207,t_suspense,95,suspense
b6705,t_mystery-thriller,95,mystery-thriller
b9984,t_memoir,95,memoir
b7147,t_historical-fiction,95,historical-fiction
b5327,t_politics,95,politics
b3917,t_graphic-novels,95,graphic-novels
b6351,t_memoir,95,memoir
b9273,t_memoirs,95,memoirs
b8705,t_steampunk,95,steampunk
b4667,t_action,95,action
b2963,t_theology,95,theology
b9412,t_dark,95,dark
b2866,t_sci-fi-fantasy,95,sci-fi-fantasy
b540,t_childhood-favourites,95,childhood-favourites
b7460,t_paranormal-romance,95,paranormal-romance
b9568,t_wwii,95,wwii
b2773,t_womens-murder-club,95,womens-murder-club
b3868,t_greek,95,greek
b4715,t_spirituality,95,spirituality
b7584,t_urban-fantasy,95,urban-fantasy
b5135,t_thriller,95,thriller
b6146,t_suspense,95,suspense
b2859,t_military,95,military
b5072,t_scifi,95,scifi
b3450,t_mystery,95,mystery
b2442,t_non-fiction,95,non-fiction
b1972,t_military,95,military
b9536,t_graphic-novels,95,graphic-novels
b9989,t_romance,95,romance
b1972,t_action,95,action
b4364,t_self-improvement,95,self-improvement
b9410,t_science-fiction,95,science-fiction
b4342,t_christian-fiction,95,christian-fiction
b5365,t_crime,95,crime
b3348,t_classics,95,classics
b3726,t_biography,95,biography
b6012,t_ireland,95,ireland
b8022,t_contemporary-romance,95,contemporary-romance
b6285,t_memoirs,95,memoirs
b5818,t_suspense,95,suspense
b5041,t_miss-marple,95,miss-marple
b4367,t_science,95,science
b4086,t_chick-lit,95,chick-lit
b4725,t_memoirs,95,memoirs
b6318,t_sf,95,sf
b2928,t_relationships,95,relationships
b1791,t_chicklit,95,chicklit
b2406,t_history,95,history
b5094,t_non-fiction,95,non-fiction
b4845,t_humor,95,humor
b9339,t_romance,95,romance
b9198,t_classics,95,classics
b8506,t_fantasy,95,fantasy
b1206,t_spirituality,95,spirituality
b7048,t_espionage,95,espionage
b3555,t_funny,95,funny
b5930,t_coming-of-age,95,coming-of-age
b8248,t_paranormal-romance,95,paranormal-romance
b4802,t_rizzoli-isles,95,rizzoli-isles
b3003,t_historical-fiction,95,historical-fiction
b5507,t_suspense,95,suspense
b5320,t_romance,95,romance
b3341,t_high-fantasy,95,high-fantasy
b1749,t_paranormal,95,paranormal
b4545,t_biography,95,biography
b5241,t_japan,95,japan
b2437,t_male-pov,95,male-pov
b2304,t_20th-century,95,20th-century
b1338,t_inspirational,95,inspirational
b1038,t_classic,95,classic
b4590,t_detective,95,detective
b9980,t_christian,95,christian
b553,t_paranormal,95,paranormal
b2057,t_legal,95,legal
b8826,t_science-fiction,95,science-fiction
b9775,t_dystopia,95,dystopia
b4954,t_supernatural,95,supernatural
b5726,t_mystery-thriller,95,mystery-thriller
b7384,t_historical-fiction,95,historical-fiction
b2925,t_comedy,95,comedy
b6943,t_chick-lit,95,chick-lit
b7926,t_supernatural,95,supernatural
b1796,t_spirituality,95,spirituality
b2669,t_fantasy-sci-fi,95,fantasy-sci-fi
b2056,t_high-fantasy,95,high-fantasy
b5535,t_bullying,95,bullying
b8259,t_art,95,art
b9309,t_romance,95,romance
b6589,t_action-adventure,95,action-adventure
b897,t_science-fiction,95,science-fiction
b6754,t_adventure,95,adventure
b4135,t_horror,95,horror
b4361,t_apocalyptic,95,apocalyptic
b3617,t_paranormal-romance,95,paranormal-romance
b5985,t_shapeshifters,95,shapeshifters
b1446,t_nonfiction,95,nonfiction
b6974,t_rockstar,95,rockstar
b2717,t_mystery,95,mystery
b497,t_19th-century,95,19th-century
b4051,t_romance,95,romance
b4426,t_crime,95,crime
b8948,t_fantasy,95,fantasy
b3507,t_legal-thriller,95,legal-thriller
b8516,t_japan,95,japan
b1331,t_poetry,95,poetry
b8362,t_poverty,95,poverty
b4678,t_mystery,95,mystery
b1773,t_rock-star,95,rock-star
b1773,t_rock-stars,95,rock-stars
b6580,t_crime,95,crime
b3846,t_fairy-tale,95,fairy-tale
b3206,t_fantasy,95,fantasy
b5297,t_asia,95,asia
b7737,t_classic,95,classic
b6480,t_history,95,history
b3000,t_humour,95,humour
b3830,t_animals,95,animals
b9323,t_classics,95,classics
b2680,t_politics,95,politics
b2883,t_chick-lit,95,chick-lit
b8414,t_world-war-ii,95,world-war-ii
b846,t_dystopian,95,dystopian
b1509,t_classic-literature,95,classic-literature
b4289,t_religion,94,religion
b1195,t_crime,94,crime
b4141,t_mystery,94,mystery
b1686,t_sci-fi-fantasy,94,sci-fi-fantasy
b1004,t_love-triangle,94,love-triangle
b5699,t_spanish,94,spanish
b1642,t_classic,94,classic
b9999,t_psychology,94,psychology
b5681,t_paranormal,94,paranormal
b6882,t_sociology,94,sociology
b6926,t_magic,94,magic
b9515,t_urban-fantasy,94,urban-fantasy
b9625,t_nonfiction,94,nonfiction
b6987,t_crime,94,crime
b3098,t_suspense,94,suspense
b402,t_fantasy,94,fantasy
b4473,t_india,94,india
b8897,t_medieval,94,medieval
b6221,t_vampire,94,vampire
b2740,t_gothic,94,gothic
b5159,t_paranormal,94,paranormal
b1677,t_scifi,94,scifi
b5768,t_sports,94,sports
b2607,t_suspense,94,suspense
b3648,t_high-fantasy,94,high-fantasy
b6988,t_non-fiction,94,non-fiction
b6370,t_contemporary-romance,94,contemporary-romance
b2342,t_religion,94,religion
b7988,t_canada,94,canada
b9680,t_nonfiction,94,nonfiction
b3726,t_addiction,94,addiction
b7588,t_historical,94,historical
b8514,t_suspense,94,suspense
b1300,t_ww2,94,ww2
b3878,t_historical-fiction,94,historical-fiction
b8199,t_thriller,94,thriller
b4014,t_l-m-montgomery,94,l-m-montgomery
b4379,t_action-adventure,94,action-adventure
b1254,t_fantasy-sci-fi,94,fantasy-sci-fi
b3627,t_ranger-s-apprentice,94,ranger-s-apprentice
b1376,t_comedy,94,comedy
b6599,t_nonfiction,94,nonfiction
b3004,t_chick-lit,94,chick-lit
b1365,t_coming-of-age,94,coming-of-age
b6915,t_dystopia,94,dystopia
b7947,t_christian,94,christian
b7037,t_gothic,94,gothic
b2813,t_crime,94,crime
b6156,t_essays,94,essays
b3338,t_philosophy,94,philosophy
b9253,t_non-fiction,94,non-fiction
b2365,t_gothic,94,gothic
b3194,t_chick-lit,94,chick-lit
b8999,t_philosophy,94,philosophy
b8569,t_mythology,94,mythology
b5497,t_paranormal,94,paranormal
b2783,t_high-fantasy,94,high-fantasy
b6002,t_science-fiction,94,science-fiction
b5638,t_erotica,94,erotica
b8287,t_fairy-tales,94,fairy-tales
b6764,t_biography,94,biography
b8921,t_science-fiction,94,science-fiction
b5689,t_supernatural,94,supernatural
b9824,t_suspense,94,suspense
b2831,t_american-history,94,american-history
b8066,t_romance,94,romance
b4452,t_mystery-thriller,94,mystery-thriller
b7668,t_mystery,94,mystery
b8058,t_funny,94,funny
b1189,t_spiritual,94,spiritual
b2777,t_books-about-books,94,books-about-books
b4099,t_memoir,94,memoir
b9906,t_romance,94,romance
b7391,t_throne-of-glass,94,throne-of-glass
b8535,t_fantasy,94,fantasy
b4733,t_history,94,history
b4951,t_dc-comics,94,dc-comics
b1021,t_cookbooks,94,cookbooks
b4826,t_sci-fi,94,sci-fi
b5838,t_sf,94,sf
b3155,t_thriller,94,thriller
b6411,t_graphic-novels-comics,94,graphic-novels-comics
b6537,t_fantasy,94,fantasy
b8333,t_sport,94,sport
b3181,t_history,94,history
b1486,t_classics,94,classics
b1503,t_magical-realism,94,magical-realism
b2526,t_superheroes,94,superheroes
b3653,t_mystery-thriller,94,mystery-thriller
b9960,t_memoirs,94,memoirs
b7931,t_post-apocalyptic,94,post-apocalyptic
b8160,t_sociology,94,sociology
b2617,t_thrillers,94,thrillers
b8321,t_mystery,94,mystery
b6600,t_non-fiction,94,non-fiction
b6856,t_german,94,german
b7029,t_storytime,94,storytime
b1418,t_magic,94,magic
b5314,t_michael-bennett,94,michael-bennett
b5306,t_history,94,history
b1880,t_sci-fi-fantasy,94,sci-fi-fantasy
b5562,t_post-apocalyptic,94,post-apocalyptic
b8847,t_non-fiction,94,non-fiction
b5104,t_art,94,art
b3868,t_nonfiction,94,nonfiction
b9400,t_hercule-poirot,94,hercule-poirot
b2876,t_mental-health,94,mental-health
b7702,t_contemporary-romance,94,contemporary-romance
b9086,t_glbt,94,glbt
b7298,t_classic,94,classic
b9174,t_dystopian,94,dystopian
b9670,t_non-fiction,94,non-fiction
b6053,t_adventure,94,adventure
b508,t_politics,94,politics
b8973,t_india,94,india
b6921,t_memoirs,94,memoirs
b4260,t_personal-development,94,personal-development
b698,t_book-to-movie,94,book-to-movie
b6274,t_sociology,94,sociology
b7946,t_our-shared-shelf,94,our-shared-shelf
b7082,t_vampire,94,vampire
b2023,t_classics,94,classics
b9572,t_contemporary-romance,94,contemporary-romance
b3074,t_biography,94,biography
b5023,t_chick-lit,94,chick-lit
b6344,t_thriller,94,thriller
b136,t_rory-gilmore-challenge,94,rory-gilmore-challenge
b7666,t_graphic-novels,94,graphic-novels
b6910,t_crime,94,crime
b4548,t_religious,94,religious
b4908,t_nonfiction,94,nonfiction
b2005,t_history,94,history
b5832,t_chick-lit,94,chick-lit
b2359,t_romance,94,romance
b3776,t_historical,94,historical
b7607,t_hercule-poirot,94,hercule-poirot
b4370,t_health,94,health
b9612,t_french-literature,94,french-literature
b4480,t_mythology,94,mythology
b9136,t_urban-fantasy,94,urban-fantasy
b4049,t_scifi,94,scifi
b9938,t_historical-fiction,94,historical-fiction
b720,t_mangas,94,mangas
b3688,t_crime,94,crime
b9457,t_graphic-novels,94,graphic-novels
b1831,t_mystery-thriller,94,mystery-thriller
b9214,t_m-m,94,m-m
b3070,t_adventure,94,adventure
b6337,t_african-american,94,african-american
b1972,t_espionage,94,espionage
b5817,t_chicklit,94,chicklit
b6132,t_humor,94,humor
b3068,t_classics,94,classics
b9137,t_fantasy,94,fantasy
b6869,t_thriller,94,thriller
b1038,t_historical,94,historical
b3308,t_health,94,health
b8687,t_adventure,94,adventure
b9528,t_romantic-suspense,94,romantic-suspense
b2794,t_christian,94,christian
b7918,t_history,94,history
b1796,t_historical,94,historical
b1937,t_christianity,94,christianity
b5564,t_adventure,94,adventure
b5711,t_biography,94,biography
b3009,t_non-fiction,94,non-fiction
b3217,t_canada,94,canada
b4447,t_cats,94,cats
b5153,t_abuse,94,abuse
b6032,t_nonfiction,94,nonfiction
b3843,t_suspense,94,suspense
b1338,t_classics,94,classics
b7069,t_polish,94,polish
b1412,t_adventure,94,adventure
b6938,t_adventure,94,adventure
b3104,t_biographies,94,biographies
b8023,t_non-fiction,94,non-fiction
b2069,t_contemporary-romance,94,contemporary-romance
b2426,t_comics-graphic-novels,94,comics-graphic-novels
b9807,t_erotica,94,erotica
b3657,t_classic,94,classic
b6976,t_superman,94,superman
b2448,t_magic,94,magic
b3530,t_sci-fi-fantasy,94,sci-fi-fantasy
b2104,t_boarding-school,94,boarding-school
b1626,t_dragons,94,dragons
b3583,t_princess-diaries,94,princess-diaries
b4542,t_religious,94,religious
b8840,t_historical-fiction,94,historical-fiction
b2443,t_erotica,94,erotica
b6317,t_war,94,war
b7681,t_detective,94,detective
b7770,t_nonfiction,94,nonfiction
b1943,t_asia,94,asia
b1348,t_fantasy,94,fantasy
b5068,t_philosophy,94,philosophy
b9924,t_science-fiction,94,science-fiction
b2302,t_historical-romance,94,historical-romance
b5400,t_humor,94,humor
b7975,t_dystopian,94,dystopian
b8747,t_art,94,art
b2594,t_suspense,94,suspense
b541,t_contemporary-romance,94,contemporary-romance
b9116,t_detective,93,detective
b7748,t_classics,93,classics
b1842,t_drama,93,drama
b1896,t_historical-fiction,93,historical-fiction
b6339,t_erotic-romance,93,erotic-romance
b5444,t_dystopian,93,dystopian
b6933,t_crime,93,crime
b3369,t_thriller,93,thriller
b9409,t_wwii,93,wwii
b2198,t_adventure,93,adventure
b3578,t_sword-and-laser,93,sword-and-laser
b5008,t_nonfiction,93,nonfiction
b1478,t_animals,93,animals
b3340,t_witches,93,witches
b5705,t_war,93,war
b6823,t_left-behind-series,93,left-behind-series
b4563,t_chick-lit,93,chick-lit
b4074,t_high-fantasy,93,high-fantasy
b6112,t_nonfiction,93,nonfiction
b6858,t_crime,93,crime
b1967,t_self-improvement,93,self-improvement
b2017,t_nicholas-flamel,93,nicholas-flamel
b9528,t_crime,93,crime
b9528,t_jd-robb,93,jd-robb
b6001,t_rockstars,93,rockstars
b4225,t_memoirs,93,memoirs
b634,t_romantic-comedy,93,romantic-comedy
b6404,t_caldecott,93,caldecott
b3399,t_spiritual,93,spiritual
b2068,t_novel-in-verse,93,novel-in-verse
b9449,t_christian,93,christian
b7090,t_classic,93,classic
b4700,t_mystery-thriller,93,mystery-thriller
b1778,t_biographies,93,biographies
b6699,t_suspense,93,suspense
b3058,t_suspense,93,suspense
b935,t_dogs,93,dogs
b9505,t_mental-illness,93,mental-illness
b9688,t_nonfiction,93,nonfiction
b5337,t_thriller,93,thriller
b6686,t_horror,93,horror
b2455,t_relationships,93,relationships
b6104,t_19th-century,93,19th-century
b6912,t_humor,93,humor
b779,t_historical,93,historical
b5261,t_science-fiction,93,science-fiction
b7519,t_humor,93,humor
b8633,t_nonfiction,93,nonfiction
b9855,t_fairytales,93,fairytales
b2231,t_neuroscience,93,neuroscience
b1700,t_canadian,93,canadian
b6730,t_graphic-novels-comics,93,graphic-novels-comics
b4499,t_holocaust,93,holocaust
b9575,t_military,93,military
b4855,t_dc,93,dc
b1531,t_science-fiction,93,science-fiction
b2561,t_classics,93,classics
b3114,t_humor,93,humor
b7764,t_alpha-male,93,alpha-male
b897,t_arthur-c-clarke,93,arthur-c-clarke
b7259,t_memoirs,93,memoirs
b7977,t_non-fiction,93,non-fiction
b9587,t_spiritual,93,spiritual
b3089,t_thriller,93,thriller
b2864,t_humor,93,humor
b7946,t_psychology,93,psychology
b318,t_immigrants,93,immigrants
b7316,t_mystery,93,mystery
b2498,t_historical,93,historical
b5320,t_death,93,death
b1719,t_mystery,93,mystery
b629,t_inspirational,93,inspirational
b7549,t_crime,93,crime
b6341,t_humor,93,humor
b2349,t_memoir,93,memoir
b6030,t_historical-fiction,93,historical-fiction
b2509,t_scifi,93,scifi
b9432,t_politics,93,politics
b2285,t_raymond-e-feist,93,raymond-e-feist
b4471,t_war,93,war
b4885,t_adventure,93,adventure
b7448,t_science-fiction,93,science-fiction
b7652,t_chick-lit,93,chick-lit
b4118,t_adventure,93,adventure
b4304,t_gothic,93,gothic
b1985,t_popular-science,93,popular-science
b5886,t_historical-fiction,93,historical-fiction
b5029,t_funny,93,funny
b99,t_dark,93,dark
b3404,t_classic,93,classic
b4752,t_erotica,93,erotica
b5593,t_memoirs,93,memoirs
b8047,t_biography,93,biography
b4463,t_suspense,93,suspense
b2049,t_classics,93,classics
b7598,t_mystery,93,mystery
b8462,t_supernatural,93,supernatural
b7538,t_comedy,93,comedy
b3053,t_mysteries,93,mysteries
b2442,t_management,93,management
b2815,t_italy,93,italy
b3237,t_coming-of-age,93,coming-of-age
b1656,t_humor,93,humor
b4327,t_historical-fiction,93,historical-fiction
b3644,t_military-sci-fi,93,military-sci-fi
b5462,t_national-book-award,93,national-book-award
b1087,t_humor,93,humor
b5539,t_sci-fi,93,sci-fi
b2730,t_spy,93,spy
b3851,t_suspense,93,suspense
b4900,t_mystery-thriller,93,mystery-thriller
b9569,t_family,93,family
b1277,t_religious,93,religious
b6190,t_humor,93,humor
b9627,t_historical-fiction,93,historical-fiction
b8437,t_christian,93,christian
b896,t_mystery,93,mystery
b5195,t_thriller,93,thriller
b8334,t_adventure,93,adventure
b1445,t_humor,93,humor
b810,t_humor,93,humor
b1206,t_spiritual,93,spiritual
b7729,t_abuse,93,abuse
b6225,t_classics,93,classics
b1021,t_foodie,93,foodie
b6519,t_suspense,93,suspense
b4335,t_mystery-thriller,93,mystery-thriller
b1791,t_contemporary-romance,93,contemporary-romance
b5502,t_romance,93,romance
b1442,t_romance,93,romance
b7665,t_chick-lit,93,chick-lit
b9862,t_music,93,music
b7001,t_education,93,education
b9465,t_graphic-novel,93,graphic-novel
b9284,t_contemporary-romance,93,contemporary-romance
b9548,t_enemies-to-lovers,93,enemies-to-lovers
b5314,t_crime,93,crime
b8082,t_paranormal-romance,93,paranormal-romance
b8383,t_sci-fi,93,sci-fi
b4538,t_historical,93,historical
b8199,t_mystery,93,mystery
b2970,t_mysteries,93,mysteries
b2675,t_mystery-thriller,93,mystery-thriller
b5601,t_animals,93,animals
b4294,t_suspense,93,suspense
b9004,t_nonfiction,93,nonfiction
b1035,t_biography-memoir,93,biography-memoir
b4953,t_startups,93,startups
b707,t_coming-of-age,93,coming-of-age
b4919,t_romance,93,romance
b3969,t_scifi,93,scifi
b8120,t_memoir,93,memoir
b791,t_family,93,family
b8917,t_christian,93,christian
b5945,t_fantasy,93,fantasy
b9482,t_self-help,93,self-help
b8156,t_classics,93,classics
b7630,t_adventure,93,adventure
b6883,t_romance,93,romance
b3048,t_historical,93,historical
b7564,t_memoirs,93,memoirs
b1576,t_mystery,93,mystery
b6249,t_animals,93,animals
b4702,t_self-improvement,93,self-improvement
b5371,t_romance,93,romance
b6002,t_sci-fi,93,sci-fi
b9000,t_suspense,93,suspense
b7648,t_classics,93,classics
b9657,t_mystery,93,mystery
b7892,t_scifi,93,scifi
b7843,t_paranormal,93,paranormal
b1740,t_historical,93,historical
b5638,t_suspense,93,suspense
b3607,t_fantasy,93,fantasy
b4627,t_suspense,93,suspense
b6476,t_funny,93,funny
b3375,t_romance,93,romance
b5196,t_suspense,93,suspense
b9359,t_rome,93,rome
b9712,t_vampires,93,vampires
b8097,t_crime,93,crime
b8391,t_romance,93,romance
