id,label,type,author,n_books
b3883,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",book,Christopher Moore,1
b1042,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),book,Douglas Adams,1
b2251,Still Missing,book,Chevy Stevens,1
b5382,The Sea Wolf,book,Jack London,1
b7001,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",book,"Greg Mortenson, Khaled Hosseini",1
b1185,Cold Sassy Tree,book,Olive Ann Burns,1
b8994,"Bones Are Forever (Temperance Brennan, #15)",book,Kathy Reichs,1
b2482,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",book,"Władysław Szpilman, Anthea Bell",1
b6168,Blue Nights,book,Joan Didion,1
b7096,The Other Typist,book,Suzanne Rindell,1
b5007,"Predator (Kay Scarpetta, #14)",book,Patricia Cornwell,1
b7439,"Revelation (Matthew Shardlake, #4)",book,C.J. Sansom,1
b3502,Flora and Ulysses: The Illuminated Adventures,book,"Kate DiCamillo, K.G. Campbell",1
b1717,Essential Tales and Poems,book,"Edgar Allan Poe, Benjamin F. Fisher",1
b6090,The Baker's Daughter,book,Sarah McCoy,1
b2562,"The Perfect Game (The Perfect Game, #1)",book,J. Sterling,1
b6733,"Peeps (Peeps, #1)",book,Scott Westerfeld,1
b6976,"Superman: Earth One, Volume 1",book,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",1
b3750,"Reliquary (Pendergast, #2)",book,"Douglas Preston, Lincoln Child",1
b4802,"The Keepsake (Rizzoli & Isles, #7)",book,Tess Gerritsen,1
b2528,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",book,Nora Roberts,1
b6989,A Little Something Different,book,Sandy   Hall,1
b9334,"The Field of Swords (Emperor, #3)",book,Conn Iggulden,1
b9277,"The Forge of God (Forge of God, #1)",book,Greg Bear,1
b8292,A Girl Like You,book,Gemma Burgess,1
b4393,"The Dark Divine (The Dark Divine, #1)",book,Bree Despain,1
b5803,"Dance with a Vampire (Vampire Kisses, #4)",book,Ellen Schreiber,1
b251,The Cat in the Hat,book,Dr. Seuss,1
b3808,A Good Man is Hard to Find and Other Stories,book,Flannery O'Connor,1
b2781,A Grief Observed,book,C.S. Lewis,1
b8412,"A Monstrous Regiment of Women (Mary Russell, #2)",book,Laurie R. King,1
b5961,"Right Ho, Jeeves (Jeeves, #6)",book,P.G. Wodehouse,1
b3622,"The 9th Judgment  (Women's Murder Club, #9)",book,"James Patterson, Maxine Paetro",1
b6960,"Creed (Unfinished Hero, #2)",book,Kristen Ashley,1
b9666,Dataclysm: Who We Are (When We Think No One's Looking),book,Christian Rudder,1
b5444,The Supernaturalist,book,Eoin Colfer,1
b2315,The Trumpet of the Swan,book,"E.B. White, Fred Marcellino",1
b7904,Job: A Comedy of Justice,book,Robert A. Heinlein,1
b7362,Everything Leads to You,book,Nina LaCour,1
b3339,"The Atlantis Complex (Artemis Fowl, #7)",book,Eoin Colfer,1
b2778,Two-Way Street,book,Lauren Barnholdt,1
b3872,for colored girls who have considered suicide/when the rainbow is enuf,book,Ntozake Shange,1
b4620,Barbarians at the Gate: The Fall of RJR Nabisco,book,"Bryan Burrough, John Helyar",1
b4777,A Rose for Emily and Other Stories,book,William Faulkner,1
b5786,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),book,Seth Godin,1
b9983,"Blue exorcist, Tome 2",book,Kazue Kato,1
b5146,Slouching Towards Bethlehem,book,Joan Didion,1
b146,The Goldfinch,book,Donna Tartt,1
b4036,"Virals (Virals, #1)",book,"Kathy Reichs, Brendan Reichs",1
b8724,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,book,"The Waiter, Steve Dublanica",1
b3261,"The Bedwetter: Stories of Courage, Redemption, and Pee",book,Sarah Silverman,1
b3430,"The Lying Game (The Lying Game, #1)",book,Sara Shepard,1
b2014,"When the Bough Breaks (Alex Delaware, #1)",book,Jonathan Kellerman,1
b5170,"Play with Me (With Me in Seattle, #3)",book,Kristen Proby,1
b3668,"Sandstorm (Sigma Force, #1)",book,James Rollins,1
b790,The Four Agreements: A Practical Guide to Personal Freedom,book,Miguel Ruiz,1
b5520,All My Friends Are Dead,book,"Avery Monsen, Jory John",1
b2687,"Fang (Maximum Ride, #6)",book,James Patterson,1
b8660,"Black Dawn (The Morganville Vampires, #12)",book,Rachel Caine,1
b5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",book,Arthur Conan Doyle,1
b7084,"Hollywood Dirt (Hollywood Dirt, #1)",book,Alessandra Torre,1
b6286,"The Bet (The Bet, #1)",book,Rachel Van Dyken,1
b1595,Long Walk to Freedom,book,Nelson Mandela,1
b3467,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)",book,Michael Connelly,1
b8586,The Soldier's Wife,book,Margaret Leroy,1
b7411,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",book,Timothy Zahn,1
b3222,The Book of Basketball: The NBA According to The Sports Guy,book,Bill Simmons,1
b9870,"Dark River (Warriors: Power of Three, #2)",book,Erin Hunter,1
b9554,What's the Matter with Kansas? How Conservatives Won the Heart of America,book,Thomas Frank,1
b6098,"If I Were You (Inside Out, #1)",book,Lisa Renee Jones,1
b596,The Rainmaker,book,John Grisham,1
b7452,"Rebel Heart (Dust Lands, #2)",book,Moira Young,1
b3464,The Doors of Perception & Heaven and Hell,book,Aldous Huxley,1
b8301,"Delusion in Death (In Death, #35)",book,J.D. Robb,1
b6689,"Dark Magic (Dark, #4)",book,Christine Feehan,1
b6639,The Righteous Mind: Why Good People are Divided by Politics and Religion,book,Jonathan Haidt,1
b621,"Are You There God? It's Me, Margaret",book,Judy Blume,1
b5775,Cold Fire,book,Dean Koontz,1
b1528,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",book,Steven Erikson,1
b3218,"Fade (Wake, #2)",book,Lisa McMann,1
b2384,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",book,Michael Connelly,1
b2546,Lipstick Jungle,book,Candace Bushnell,1
b9944,Give and Take: A Revolutionary Approach to Success,book,Adam M. Grant,1
b5745,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,book,"Ina Garten, Maura McEvoy",1
b4094,"A Long Way from Chicago (A Long Way from Chicago, #1)",book,Richard Peck,1
b3186,Purple Hibiscus,book,Chimamanda Ngozi Adichie,1
b8226,The Woodlanders,book,"Thomas Hardy, Patricia Ingham",1
b5278,"Return to Paradise (Leaving Paradise, #2)",book,Simone Elkeles,1
b3513,"Fear Nothing (Moonlight Bay, #1)",book,Dean Koontz,1
b5350,Vanishing Girls,book,Lauren Oliver,1
b8926,Humans of New York,book,Brandon Stanton,1
b6722,"Horde (Razorland, #3)",book,Ann Aguirre,1
b6196,"30 Days of Night, Vol. 1",book,"Steve Niles, Ben Templesmith",1
b5850,"Club Shadowlands (Masters of the Shadowlands, #1)",book,Cherise Sinclair,1
b9643,"The Gate Thief (Mither Mages, #2)",book,Orson Scott Card,1
b2106,"This Man Confessed (This Man, #3)",book,Jodi Ellen Malpas,1
b2657,False Memory,book,Dean Koontz,1
b8907,The Book on the Taboo Against Knowing Who You Are,book,Alan W. Watts,1
b3567,The Other Woman,book,Jane Green,1
b1705,Influence: The Psychology of Persuasion,book,Robert B. Cialdini,1
b1082,Colorless Tsukuru Tazaki and His Years of Pilgrimage,book,"Haruki Murakami, Philip Gabriel",1
b2425,My Life,book,Bill Clinton,1
b1947,My Sister's Grave (Tracy Crosswhite #1),book,Robert Dugoni,1
b1676,Galápagos,book,Kurt Vonnegut Jr.,1
b5912,"To Tame a Highland Warrior (Highlander, #2)",book,Karen Marie Moning,1
b3870,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",book,Michael Connelly,1
b6304,Remember Me,book,Mary Higgins Clark,1
b2672,Milk and Honey,book,Rupi Kaur,1
b6361,There's Treasure Everywhere: A Calvin and Hobbes Collection,book,Bill Watterson,1
b7505,"Shatterglass (The Circle Opens, #4)",book,Tamora Pierce,1
b2371,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",book,Jen Lancaster,1
b5503,"Maybe Not (Maybe, #1.5)",book,Colleen Hoover,1
b7038,Armor,book,John Steakley,1
b5372,"Reunion (The Mediator, #3)",book,Meg Cabot,1
b8788,Snow Country,book,"Yasunari Kawabata, Edward G. Seidensticker",1
b8112,"The Walking Dead, Book Three (The Walking Dead #25-36)",book,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",1
b2059,"American Assassin (Mitch Rapp, #1)",book,Vince Flynn,1
b2878,"Alone (Detective D.D. Warren, #1)",book,Lisa Gardner,1
b249,Extremely Loud and Incredibly Close,book,Jonathan Safran Foer,1
b2957,Surprised by Joy: The Shape of My Early Life,book,C.S. Lewis,1
b8982,"Fables, Vol. 10: The Good Prince",book,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",1
b4067,The Eight (The Eight #1),book,Katherine Neville,1
b5383,"Darkest Hour (The Mediator, #4)",book,Meg Cabot,1
b6990,This is the Story of a Happy Marriage,book,Ann Patchett,1
b3811,Wasted: A Memoir of Anorexia and Bulimia,book,Marya Hornbacher,1
b3056,Christy,book,Catherine Marshall,1
b7097,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",book,"Cassandra Clare, Sarah Rees Brennan",1
b5096,"Music of the Heart (Runaway Train, #1)",book,Katie Ashley,1
b1740,In the Unlikely Event,book,Judy Blume,1
b2643,Black Boy,book,"Richard Wright, Jerry W. Ward Jr.",1
b9409,"Summer of My German Soldier (Summer of My German Soldier, #1)",book,Bette Greene,1
b7286,"Midnight Crossroad (Midnight, Texas, #1)",book,Charlaine Harris,1
b3978,The Robots of Dawn (Robot #3),book,Isaac Asimov,1
b3114,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",book,Rachel Renée Russell,1
b6713,An Officer and a Spy,book,Robert   Harris,1
b9506,The Children's Book,book,A.S. Byatt,1
b2113,"Memory Man (Amos Decker, #1)",book,David Baldacci,1
b2599,"The Fall of Five (Lorien Legacies, #4)",book,Pittacus Lore,1
b6822,"From the Earth to the Moon (Extraordinary Voyages, #4)",book,Jules Verne,1
b7178,Songs of Willow Frost,book,Jamie Ford,1
b1446,Emotional Intelligence 2.0,book,"Travis Bradberry, Jean Greaves, Patrick Lencioni",1
b9098,"Aloha from Hell (Sandman Slim, #3)",book,Richard Kadrey,1
b8517,Fledgling,book,Octavia E. Butler,1
b8134,"Undead and Unreturnable (Undead, #4)",book,MaryJanice Davidson,1
b2308,Seven Days in the Art World,book,Sarah Thornton,1
b5282,"Book of the Dead (Kay Scarpetta, #15)",book,Patricia Cornwell,1
b6876,"The Code of the Woosters (Jeeves, #7)",book,P.G. Wodehouse,1
b4385,New York,book,Edward Rutherfurd,1
b9532,"The Marvelous Land of Oz (Oz, #2)",book,"L. Frank Baum, David McKee",1
b6143,"Hit List (Anita Blake, Vampire Hunter #20)",book,Laurell K. Hamilton,1
b4541,Okay for Now,book,Gary D. Schmidt,1
b9342,Single White Vampire (Argeneau #3),book,Lynsay Sands,1
b1152,The Time Keeper,book,Mitch Albom,1
b8758,"Beautiful Secret (Beautiful Bastard, #4)",book,Christina Lauren,1
b6303,"Sweet Home (Sweet Home, #1)",book,Tillie Cole,1
b6146,Let Me Call You Sweetheart,book,Mary Higgins Clark,1
b3635,Bone: The Complete Edition,book,Jeff Smith,1
b296,The Very Hungry Caterpillar Board Book,book,Eric Carle,1
b5048,"Haunted (The Mediator, #5)",book,Meg Cabot,1
b2913,"Claim Me (Stark Trilogy, #2)",book,J. Kenner,1
b7073,Loving Mr. Daniels,book,Brittainy C. Cherry,1
b1597,"The Power of One (The Power of One, #1)",book,Bryce Courtenay,1
b2839,War Brides,book,Helen Bryan,1
b4335,The Last Child,book,John Hart,1
b3448,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,book,"Francis Chan, Danae Yankoski",1
b9462,"Midnight in Austenland (Austenland, #2)",book,Shannon Hale,1
b5184,My True Love Gave to Me: Twelve Holiday Stories,book,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",1
b2400,"Map of Bones (Sigma Force, #2)",book,James Rollins,1
b3707,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",book,Jon Kabat-Zinn,1
b5759,"Midnight (The Vampire Diaries: The Return, #3)",book,L.J. Smith,1
b8285,Batman and Son,book,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",1
b9776,"Seventh Grave and No Body (Charley Davidson, #7)",book,Darynda Jones,1
b5045,"City of the Beasts (Eagle and Jaguar, #1)",book,"Isabel Allende, Margaret Sayers Peden",1
b4211,Elizabeth the Queen: The Life of a Modern Monarch,book,Sally Bedell Smith,1
b4823,Execution: The Discipline of Getting Things Done,book,"Larry Bossidy, Ram Charan, Charles Burck",1
b7434,"Raid (Unfinished Hero, #3)",book,Kristen Ashley,1
b8210,The Little Mermaid,book,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",1
b3008,Twenty Boy Summer,book,Sarah Ockler,1
b3317,Mort: The Play,book,"Terry Pratchett, Stephen Briggs",1
b9019,"Mountain of Black Glass (Otherland, #3)",book,Tad Williams,1
b496,"The Clan of the Cave Bear (Earth's Children, #1)",book,Jean M. Auel,1
b4811,Battle Cry of Freedom,book,James M. McPherson,1
b4733,On Liberty,book,John Stuart Mill,1
b6462,"Sentinel (Covenant, #5)",book,Jennifer L. Armentrout,1
b3918,"Soul Harvest: The World Takes Sides (Left Behind, #4)",book,"Tim LaHaye, Jerry B. Jenkins",1
b2754,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",book,Michael Connelly,1
b3061,The Problem of Pain,book,C.S. Lewis,1
b3277,Gone for Good,book,Harlan Coben,1
b7548,Systematic Theology: An Introduction to Biblical Doctrine,book,Wayne A. Grudem,1
b8268,The Unexpected Everything,book,Morgan Matson,1
b2737,"The Big Bad Wolf  (Alex Cross, #9)",book,James Patterson,1
b6546,The Piano Teacher,book,Janice Y.K. Lee,1
b6677,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,book,"Kevin D. Mitnick, William L. Simon, Steve Wozniak",1
b6941,"Something Wonderful (Sequels, #2)",book,Judith McNaught,1
b7775,"Love and War (North and South, #2)",book,John Jakes,1
b1612,"The Next Always (Inn BoonsBoro, #1)",book,"Nora Roberts, MacLeod Andrews",1
b4876,"The Silent Girl (Rizzoli & Isles, #9)",book,Tess Gerritsen,1
b250,Wonder,book,R.J. Palacio,1
b8124,Zone One,book,Colson Whitehead,1
b1789,Dreamland,book,Sarah Dessen,1
b8286,On Food and Cooking: The Science and Lore of the Kitchen,book,Harold McGee,1
b3324,One More Thing: Stories and Other Stories,book,B.J. Novak,1
b7069,"Wieża Jaskółki (Saga o Wiedźminie, #6)",book,Andrzej Sapkowski,1
b2612,"A Suitable Boy (A Suitable Boy, #1)",book,Vikram Seth,1
b5250,"That Boy (That Boy, #1)",book,Jillian Dodd,1
b8342,"Wife by Wednesday (The Weekday Brides, #1)",book,Catherine Bybee,1
b6900,"Twisted Palace (The Royals, #3)",book,Erin Watt,1
b679,Madeline,book,Ludwig Bemelmans,1
b9684,The Law of Nines,book,Terry Goodkind,1
b6666,"Goddess (Starcrossed, #3)",book,Josephine Angelini,1
b2673,"Rainbow Six (Jack Ryan Universe, #10)",book,Tom Clancy,1
b4166,How I Live Now,book,Meg Rosoff,1
b4068,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",book,Jean Webster,1
b8196,"A Certain Slant of Light (Light, #1)",book,Laura Whitcomb,1
b7865,"The Walking Dead, Compendium 2",book,"Robert Kirkman, Charlie Adlard",1
b8797,"Stunning (Pretty Little Liars, #11)",book,Sara Shepard,1
b7206,"Stars of Fortune (The Guardians Trilogy, #1)",book,Nora Roberts,1
b7157,"Tiger's Destiny (The Tiger Saga, #4)",book,Colleen Houck,1
b6300,Sleeping Arrangements,book,Madeleine Wickham,1
b5274,A Cook's Tour: Global Adventures in Extreme Cuisines,book,Anthony Bourdain,1
b2401,The Stranger,book,Harlan Coben,1
b1549,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",book,"Lemony Snicket, Brett Helquist",1
b5306,"The Confusion (The Baroque Cycle, #2)",book,Neal Stephenson,1
b6687,Hitch-22: A Memoir,book,Christopher Hitchens,1
b8662,"Parable of the Talents (Earthseed, #2)",book,Octavia E. Butler,1
b8544,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,book,"Christopher Chabris, Daniel Simons",1
b4254,A Hundred Summers,book,Beatriz Williams,1
b9403,"Indemnity Only (V.I. Warshawski, #1)",book,Sara Paretsky,1
b1534,"The Camel Club (Camel Club, #1)",book,David Baldacci,1
b9013,"Hourglass (Hourglass, #1)",book,Myra McEntire,1
b1669,"13 Little Blue Envelopes (Little Blue Envelope, #1)",book,Maureen Johnson,1
b9755,"Debt Inheritance (Indebted, #1)",book,Pepper Winters,1
b5863,The Woman Warrior,book,Maxine Hong Kingston,1
b9423,You Don't Have to Say You Love Me,book,Sarra Manning,1
b8918,"Rock Chick Revolution (Rock Chick, #8)",book,Kristen Ashley,1
b9805,Open Season,book,Linda Howard,1
b1701,"I Hope They Serve Beer in Hell (Tucker Max, #1)",book,Tucker Max,1
b6421,"Teardrop (Teardrop, #1)",book,Lauren Kate,1
b6029,"Whitney, My Love (Westmoreland, #2)",book,Judith McNaught,1
b2259,Foucault's Pendulum,book,"Umberto Eco, William Weaver",1
b2461,"Confessor (Sword of Truth, #11)",book,Terry Goodkind,1
b2951,Wolfsbane (Nightshade #2; Nightshade World #5),book,Andrea Cremer,1
b5395,The Penelopiad,book,Margaret Atwood,1
b1507,The Power of Positive Thinking,book,Norman Vincent Peale,1
b4112,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",book,Donald J. Sobol,1
b7988,The Orenda,book,Joseph Boyden,1
b9303,Mythologies,book,"Roland Barthes, Annette Lavers",1
b2464,"Rabbit, Run (Rabbit Angstrom #1)",book,John Updike,1
b5801,While My Pretty One Sleeps,book,Mary Higgins Clark,1
b4234,"Twilight (The Mediator, #6)",book,Meg Cabot,1
b6199,When She Woke,book,Hillary Jordan,1
b8891,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,book,Bart D. Ehrman,1
b2686,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,book,"W. Chan Kim, Renée Mauborgne",1
b4033,The Moon and More,book,Sarah Dessen,1
b5450,"Until You (Fall Away, #1.5)",book,"Penelope Douglas, Nelson Hobbs",1
b7764,"Manwhore (Manwhore, #1)",book,Katy Evans,1
b1604,"Impulse (Impulse, #1)",book,Ellen Hopkins,1
b9904,"Hard as It Gets (Hard Ink, #1)",book,Laura Kaye,1
b4031,Island of the Sequined Love Nun,book,"Christopher Moore, Oliver Wyman",1
b6158,"The Summer Garden (The Bronze Horseman, #3)",book,Paullina Simons,1
b6204,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,book,Fritjof Capra,1
b7303,"Lost & Found (Lost & Found, #1)",book,Nicole  Williams,1
b8822,"Concealed in Death (In Death, #38)",book,J.D. Robb,1
b6340,"Shards of Honour  (Vorkosigan Saga, #1)",book,Lois McMaster Bujold,1
b89,The Princess Bride ,book,William Goldman,1
b906,Major Pettigrew's Last Stand,book,Helen Simonson,1
b2265,"Lies (Gone, #3)",book,Michael  Grant,1
b1260,The Beach House,book,"James Patterson, Peter de Jonge",1
b4731,Gates of Fire: An Epic Novel of the Battle of Thermopylae,book,Steven Pressfield,1
b3264,"Noble House (Asian Saga, #5)",book,James Clavell,1
b993,Tell the Wolves I'm Home,book,Carol Rifka Brunt,1
b6964,Wake (Watersong #1),book,Amanda Hocking,1
b2615,I Like You: Hospitality Under the Influence,book,Amy Sedaris,1
b5822,"The Prince of Mist (Niebla, #1)",book,"Carlos Ruiz Zafón, Lucia Graves",1
b7196,The Baller: A Down and Dirty Football Novel,book,Vi Keeland,1
b7709,Is It Just Me?,book,Miranda Hart,1
b9207,Emmy & Oliver,book,Robin Benway,1
b6834,"Sweet Reckoning (Sweet, #3)",book,Wendy Higgins,1
b7588,Turtle in Paradise,book,Jennifer L. Holm,1
b9004,"The Path to Power (The Years of Lyndon Johnson, #1)",book,Robert A. Caro,1
b3394,Hold Tight,book,Harlan Coben,1
b5618,"Turbo Twenty-Three (Stephanie Plum, #23)",book,Janet Evanovich,1
b9220,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,book,Gary Ezzo,1
b5473,"Afterlife (Evernight, #4)",book,Claudia Gray,1
b9581,"Courageous (The Lost Fleet, #3)",book,Jack Campbell,1
b9378,"The Dragonslayer (Bone, #4)",book,"Jeff Smith, Steve Hamaker",1
b5596,Quo Vadis,book,"Henryk Sienkiewicz, W.S. Kuniczak",1
b4590,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",book,Michael Connelly,1
b8424,"Welcome to the Jungle (The Dresden Files, #0.5)",book,Jim Butcher,1
b8204,"The Unwanted Wife (Unwanted, #1)",book,Natasha Anders,1
b9426,"Maid for the Billionaire (Legacy Collection, #1)",book,Ruth Cardello,1
b2552,Player Piano,book,Kurt Vonnegut Jr.,1
b7600,"Divine Misdemeanors (Merry Gentry, #8)",book,Laurell K. Hamilton,1
b843,"Fifty Shades Trilogy (Fifty Shades, #1-3)",book,E.L. James,1
b2859,"Debt of Honor (Jack Ryan Universe, #8)",book,Tom Clancy,1
b381,Where the Heart Is,book,Billie Letts,1
b9652,"Truce (Neighbor from Hell, #4)",book,R.L. Mathewson,1
b5945,"City of Night (Dean Koontz's Frankenstein, #2)",book,"Dean Koontz, Ed Gorman, John Bedford Lloyd",1
b6616,"UnSouled (Unwind, #3)",book,Neal Shusterman,1
b5172,"Second Chance Boyfriend (One Week Girlfriend, #2)",book,Monica  Murphy,1
b3916,Long Day's Journey Into Night,book,Eugene O'Neill,1
b7481,"When We Were Very Young (Winnie-the-Pooh, #3)",book,"A.A. Milne, Ernest H. Shepard",1
b8487,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),book,Rick Riordan,1
b1342,"Night Watch (Discworld, #29; City Watch, #6)",book,Terry Pratchett,1
b7292,"Dude, Where's My Country?",book,Michael Moore,1
b2141,"Barely Breathing (Breathing, #2)",book,Rebecca Donovan,1
b6740,"The Blackhouse (Lewis Trilogy, #1)",book,Peter  May,1
b8514,I'll Be Seeing You,book,Mary Higgins Clark,1
b7888,"First Rider's Call (Green Rider, #2)",book,Kristen Britain,1
b8642,"Rival (Fall Away, #2)",book,"Penelope Douglas, Abby Craden, Nelson Hobbs",1
b8726,The Black Arrow,book,Robert Louis Stevenson,1
b3588,Truth and Beauty,book,Ann Patchett,1
b7942,Vegan Cupcakes Take Over the World: 75 Dairy-Free Recipes for Cupcakes that Rule,book,"Isa Chandra Moskowitz, Terry Hope Romero, Sara Quin",1
b5300,"Damaged (Damaged, #1)",book,H.M. Ward,1
b8369,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon",book,"Melissa Anelli, J.K. Rowling",1
b7281,The Murders in the Rue Morgue,book,Edgar Allan Poe,1
b4009,Four Blondes,book,Candace Bushnell,1
b9922,"Sea of Silver Light (Otherland, #4)",book,Tad Williams,1
b4608,"The Scions of Shannara (Heritage of Shannara, #1)",book,Terry Brooks,1
b6752,"Aztec (Aztec, #1)",book,Gary Jennings,1
b1922,Velocity,book,Dean Koontz,1
b8744,The Pact,book,Karina Halle,1
b6805,"Graduation Day (The Testing, #3)",book,Joelle Charbonneau,1
b4904,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,book,"Harold G. Moore, Joseph L. Galloway",1
b7964,Contagious: Why Things Catch On,book,Jonah Berger,1
b5561,"The Bastard (Kent Family Chronicles, #1)",book,John Jakes,1
b3126,The Complete Short Stories,book,Ernest Hemingway,1
b7910,Phantoms in the Brain: Probing the Mysteries of the Human Mind,book,"V.S. Ramachandran, Sandra Blakeslee, Oliver Sacks",1
b8030,The Cradle Will Fall,book,Mary Higgins Clark,1
b4021,The Future of Us,book,"Jay Asher, Carolyn Mackler",1
b8590,"This Body of Death (Inspector Lynley, #16)",book,Elizabeth  George,1
b5776,Frog Music,book,Emma Donoghue,1
b6742,On the Street Where You Live,book,Mary Higgins Clark,1
b8500,"Stone Cold Touch (The Dark Elements, #2)",book,Jennifer L. Armentrout,1
b6379,Rise of the Governor (The Walking Dead #1),book,"Robert Kirkman, Jay Bonansinga",1
b5736,"Until Friday Night (The Field Party, #1)",book,Abbi Glines,1
b5124,"First Frost (Waverley Family, #2)",book,Sarah Addison Allen,1
b4450,"If You Stay (Beautifully Broken, #1)",book,Courtney Cole,1
b7312,"The Beast (Black Dagger Brotherhood, #14)",book,J.R. Ward,1
b9712,"Magic Binds (Kate Daniels, #9)",book,Ilona Andrews,1
b7058,"The Black Lyon (Montgomery/Taggert, #1)",book,Jude Deveraux,1
b2277,"Cross (Alex Cross, #12)",book,James Patterson,1
b4568,"Lost Lake (Lost Lake, #1)",book,Sarah Addison Allen,1
b8377,"Open Season (Joe Pickett, #1)",book,C.J. Box,1
b8527,"MacRieve (Immortals After Dark, #14)",book,Kresley Cole,1
b8904,Against a Dark Background,book,Iain M. Banks,1
b4579,Servant of the Bones,book,Anne Rice,1
b5531,Free Will,book,Sam Harris,1
b2046,The One & Only,book,Emily Giffin,1
b3912,The Beach House,book,Jane Green,1
b9924,"Blue Noon (Midnighters, #3)",book,Scott Westerfeld,1
b2708,Fly Away Home,book,Jennifer Weiner,1
b3452,"Princess in the Spotlight (The Princess Diaries, #2)",book,Meg Cabot,1
b3761,The Dirt: Confessions of the World's Most Notorious Rock Band,book,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",1
b1030,The Art of Fielding,book,Chad Harbach,1
b9563,The Society of the Spectacle,book,"Guy Debord, Donald Nicholson-Smith",1
b9021,Lost,book,"Gregory Maguire, Douglas Smith",1
b2822,"The Templar Legacy (Cotton Malone, #1)",book,Steve Berry,1
b2273,The Butterfly Garden (The Collector #1),book,Dot Hutchison,1
b8789,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,book,J. Maarten Troost,1
b2032,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",book,Patricia MacLachlan,1
b9882,Afterworlds (Afterworlds #1),book,Scott Westerfeld,1
b1242,The Lowland,book,Jhumpa Lahiri,1
b4132,"Tunnels of Blood (Cirque Du Freak, #3)",book,Darren Shan,1
b1334,The Tiger's Wife,book,Téa Obreht,1
b644,"Slammed (Slammed, #1)",book,Colleen Hoover,1
b1544,Disgrace,book,J.M. Coetzee,1
b2666,"Executive Orders (Jack Ryan Universe, #9)",book,Tom Clancy,1
b9266,"Witches of East End (The Beauchamp Family, #1)",book,Melissa de la Cruz,1
b8173,"The Problem Child (The Sisters Grimm, #3)",book,"Michael Buckley, Peter Ferguson",1
b4279,"The Dead and the Gone (Last Survivors, #2)",book,Susan Beth Pfeffer,1
b6412,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",book,Whitney G.,1
b3424,"Taken at Dusk (Shadow Falls, #3)",book,C.C. Hunter,1
b5319,"The Long Way Home (Chief Inspector Armand Gamache, #10)",book,Louise Penny,1
b3968,"The Last Guardian (Artemis Fowl, #8)",book,Eoin Colfer,1
